10,45535
30,55813
50,52403
70,54260
90,49625
110,48419
130,47419
150,44938
170,43325
190,42153
210,43185
230,41548
250,40149
270,40726
290,38975
310,38293
330,39570
350,37298
370,37919
390,37657
410,36078
430,35003
450,34533
470,33606
490,32639
510,33500
530,33593
550,32615
570,33233
590,31528
610,31741
630,31927
650,29235
670,31264
690,31172
710,29927
730,29003
750,29775
770,30197
790,28382
810,30461
830,28863
850,27273
870,27476
890,28568
910,28500
930,28711
950,26983
970,27497
990,26527
