20,86790
40,82838
60,76527
80,73663
100,68593
120,76447
140,68517
160,64665
180,63485
200,61608
220,59303
240,62706
260,61132
280,59910
300,57298
320,55894
340,57046
360,53660
380,55201
400,52569
420,52948
440,50930
460,49748
480,51322
500,52616
520,55018
540,52153
560,52435
580,47368
600,49537
620,48345
640,47095
660,46666
680,47246
700,45080
720,47096
740,46987
760,46918
780,44269
800,44888
820,42636
840,45345
860,44912
880,42311
900,42310
920,43946
940,44230
960,44143
980,42827
1000,41362
